death,count,descriptive_text,joinid,year,week_id,year_range,split_year
Asthma,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Bed-ridden,1,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Blasted,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Bleeding,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Bloody-flux,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Calenture,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Cancer,2,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Canker,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Chicken Pox,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Child-Bed,4,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Chrisoms,1,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Cold,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Colick,3,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Consumption,60,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Convulsion,119,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Cough,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Cramp,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Diabetes,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Dropsie,16,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Falling-sickness,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Fever,112,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Fistula,1,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Flox and Small-Pox,32,flox 0; small-pox 32,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Flux,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
French-Pox,2,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Frets,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Gangreen,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Gout,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Gravel,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Grief,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Griping in the Guts,26,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Headache,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Headmouldshot,1,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Hooping Cough,1,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Hiccough,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Horshoehead,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Impostume,1,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Infants,1,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Inflammation,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Itch,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Jaundies,2,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Jaw-fallen,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Kings Evil,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Leprosie,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Lethargy,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Liver-grown,1,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Looseness,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Lunatick and Frenzy,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Malignant Fever,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Meagrim,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Measles,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Miscarriage,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Mortification,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Mother,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Noli me tangere,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Palsie,1,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Plague,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Planet,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Plurisie,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Purples,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Quinsie,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Rash,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Rheumatism,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Rickets,9,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Rising of the Lights,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Running of the Reins,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Rupture,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Scald Head,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Scarlet Fever,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Sciatica,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Scowring,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Scurvy,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Sores,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Shingles,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Spleen,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Spotted-Fever,3,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
St. Anthony's Fire,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Starved,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Stone,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Stopping of the Stomach,9,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Strangury,1,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Strongullion,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Suddenly,1,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Surfeit,3,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Swelling in the Throat,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Swine-Pox,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Teeth,25,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Thrush,1,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Tissick,2,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Tympany,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Twisting of the Guts,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Ulcer,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Vapours,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Vomiting,1,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Water in the Head,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Wen,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Wind,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Wolf,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Worms,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Abortive,4,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Overlaid,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Still-born,9,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Drowned,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Found Dead,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Executed,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Killed,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Suicide,1,Hang'd hreself at St Dunstan at Stpeney,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Other,,,7September14September1703,1703,1702-1703-39,1702-1703,1702/1703
Aged,33,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Ague,1,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Apoplexy,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Asthma,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Bed-ridden,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Blasted,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Bleeding,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Bloody-flux,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Calenture,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Cancer,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Canker,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Chicken Pox,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Child-Bed,6,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Chrisoms,1,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Cold,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Colick,1,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Consumption,51,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Convulsion,87,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Cough,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Cramp,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Diabetes,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Dropsie,17,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Falling-sickness,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Fever,90,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Fistula,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Flox and Small-Pox,25,flox 0; small-pox 25,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Flux,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
French-Pox,1,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Frets,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Gangreen,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Gout,1,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Gravel,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Grief,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Griping in the Guts,21,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Headache,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Headmouldshot,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Hooping Cough,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Hiccough,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Horshoehead,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Impostume,2,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Infants,2,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Inflammation,2,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Itch,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Jaundies,3,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Jaw-fallen,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Kings Evil,4,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Leprosie,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Lethargy,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Liver-grown,2,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Looseness,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Lunatick and Frenzy,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Malignant Fever,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Meagrim,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Measles,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Miscarriage,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Mortification,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Mother,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Noli me tangere,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Palsie,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Plague,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Planet,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Plurisie,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Purples,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Quinsie,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Rash,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Rheumatism,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Rickets,6,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Rising of the Lights,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Running of the Reins,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Rupture,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Scald Head,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Scarlet Fever,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Sciatica,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Scowring,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Scurvy,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Sores,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Shingles,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Spleen,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Spotted-Fever,1,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
St. Anthony's Fire,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Starved,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Stone,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Stopping of the Stomach,5,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Strangury,1,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Strongullion,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Suddenly,2,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Surfeit,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Swelling in the Throat,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Swine-Pox,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Teeth,9,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Thrush,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Tissick,7,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Tympany,1,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Twisting of the Guts,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Ulcer,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Vapours,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Vomiting,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Water in the Head,1,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Wen,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Wind,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Wolf,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Worms,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Abortive,2,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Overlaid,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Still-born,9,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Drowned,1,Drowned accidentally in the Thames at St Paul at Shadwel,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Found Dead,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Executed,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Killed,1,Killed by a Coach at St Ann in Westminster,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Suicide,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Other,,,14September21September1703,1703,1702-1703-40,1702-1703,1702/1703
Aged,34,,21September28September1703,1703,1702-1703-41,1702-1703,1702/1703
Ague,,,21September28September1703,1703,1702-1703-41,1702-1703,1702/1703
Apoplexy,,,21September28September1703,1703,1702-1703-41,1702-1703,1702/1703
Asthma,,,21September28September1703,1703,1702-1703-41,1702-1703,1702/1703
Bed-ridden,,,21September28September1703,1703,1702-1703-41,1702-1703,1702/1703
Blasted,,,21September28September1703,1703,1702-1703-41,1702-1703,1702/1703
Bleeding,,,21September28September1703,1703,1702-1703-41,1702-1703,1702/1703
Bloody-flux,,,21September28September1703,1703,1702-1703-41,1702-1703,1702/1703
Calenture,,,21September28September1703,1703,1702-1703-41,1702-1703,1702/1703
Cancer,1,,21September28September1703,1703,1702-1703-41,1702-1703,1702/1703
Canker,,,21September28September1703,1703,1702-1703-41,1702-1703,1702/1703
Chicken Pox,,,21September28September1703,1703,1702-1703-41,1702-1703,1702/1703
Child-Bed,7,,21September28September1703,1703,1702-1703-41,1702-1703,1702/1703
Chrisoms,1,,21September28September1703,1703,1702-1703-41,1702-1703,1702/1703
Cold,,,21September28September1703,1703,1702-1703-41,1702-1703,1702/1703
Colick,1,,21September28September1703,1703,1702-1703-41,1702-1703,1702/1703
Consumption,38,,21September28September1703,1703,1702-1703-41,1702-1703,1702/1703
Convulsion,96,,21September28September1703,1703,1702-1703-41,1702-1703,1702/1703
Cough,,,21September28September1703,1703,1702-1703-41,1702-1703,1702/1703
Cramp,,,21September28September1703,1703,1702-1703-41,1702-1703,1702/1703
Diabetes,,,21September28September1703,1703,1702-1703-41,1702-1703,1702/1703
Dropsie,11,,21September28September1703,1703,1702-1703-41,1702-1703,1702/1703
