Omeka Item #,DataScribe Item #,DataScribe Record #,DataScribe Record Position,Year,is_missing,is_illegible,Week,is_missing,is_illegible,Unique ID,is_missing,is_illegible,Start Day,is_missing,is_illegible,Start Month,is_missing,is_illegible,End Day,is_missing,is_illegible,End month,is_missing,is_illegible,St Alban Woodstreet - Buried,is_missing,is_illegible,Alhallows Barking - Buried,is_missing,is_illegible,Allhallows Breadstreet - Buried,is_missing,is_illegible,Allhallows Great - Buried,is_missing,is_illegible,Alhallows Honylane - Buried,is_missing,is_illegible,Alhallows Lesse - Buried,is_missing,is_illegible,Alhallows Lumbardstreet - Buried,is_missing,is_illegible,Alhallows Stayning - Buried,is_missing,is_illegible,Alhallows the Wall - Buried,is_missing,is_illegible,St Alphage - Buried,is_missing,is_illegible,St Andrew Hubbard - Buried,is_missing,is_illegible,St Andrew Undershaft - Buried,is_missing,is_illegible,St Andrew Wardrobe - Buried,is_missing,is_illegible,St Ann Aldersgate - Buried,is_missing,is_illegible,St Ann Blackfryers - Buried,is_missing,is_illegible,St Antholins Parish - Buried,is_missing,is_illegible,St Austins Parish - Buried,is_missing,is_illegible,St Bartholomew Exchange - Buried,is_missing,is_illegible,St Bennet Fynck - Buried,is_missing,is_illegible,St Bennet Gracechurch - Buried,is_missing,is_illegible,St Bennet Paulswharf - Buried,is_missing,is_illegible,St Bennet Sherehog - Buried,is_missing,is_illegible,St Botolph Billingsgate - Buried,is_missing,is_illegible,Christ Church - Buried,is_missing,is_illegible,St Christophers - Buried,is_missing,is_illegible,St Clement Eastcheap - Buried,is_missing,is_illegible,St Dionis Backchurch - Buried,is_missing,is_illegible,St Dunstan East - Buried,is_missing,is_illegible,St Edmund Lumbardstr. - Buried,is_missing,is_illegible,St Ethelborough - Buried,is_missing,is_illegible,St Faith - Buried,is_missing,is_illegible,St Foster - Buried,is_missing,is_illegible,St Gabriel Fenchurch - Buried,is_missing,is_illegible,St George Botolphlane - Buried,is_missing,is_illegible,St Gregory by St Pauls - Buried,is_missing,is_illegible,St Hellen - Buried,is_missing,is_illegible,St James Dukes place - Buried,is_missing,is_illegible,St James Garlickhithe - Buried,is_missing,is_illegible,St John Baptist - Buried,is_missing,is_illegible,St John Evangelist - Buried,is_missing,is_illegible,St John Zachary - Buried,is_missing,is_illegible,St Katharine Coleman - Buried,is_missing,is_illegible,St Katharine Creechurch - Buried,is_missing,is_illegible,St Lawrence Jewry - Buried,is_missing,is_illegible,St Lawrence Pountney - Buried,is_missing,is_illegible,St Leonard Eastcheap - Buried,is_missing,is_illegible,St Leonard Fosterlane - Buried,is_missing,is_illegible,St Magnus Parish - Buried,is_missing,is_illegible,St Margaret Lothbury - Buried,is_missing,is_illegible,St Margaret Moses - Buried,is_missing,is_illegible,St Margaret Newfishstreet - Buried,is_missing,is_illegible,St Margaret Pattons - Buried,is_missing,is_illegible,St Mary Abchurch - Buried,is_missing,is_illegible,St Mary Aldermanbury - Buried,is_missing,is_illegible,St Mary Aldermary - Buried,is_missing,is_illegible,St Mary le Bow - Buried,is_missing,is_illegible,St Mary Bothaw - Buried,is_missing,is_illegible,St Mary Colechurch - Buried,is_missing,is_illegible,St Mary Hill - Buried,is_missing,is_illegible,St Mary Mounthaw - Buried,is_missing,is_illegible,St Mary Sommerset - Buried,is_missing,is_illegible,St Mary Stayning - Buried,is_missing,is_illegible,St Mary Woolchurch - Buried,is_missing,is_illegible,St Mary Woolnoth - Buried,is_missing,is_illegible,St Martin Iremongerlane - Buried,is_missing,is_illegible,St Martin Ludgate - Buried,is_missing,is_illegible,St Martin Orgars - Buried,is_missing,is_illegible,St Martin Outwich - Buried,is_missing,is_illegible,St Martin Vintrey - Buried,is_missing,is_illegible,St Matthew Fridaystreet - Buried,is_missing,is_illegible,St Maudlin Milkstreet - Buried,is_missing,is_illegible,St Maudlin Oldfishstreet - Buried,is_missing,is_illegible,St Michael Bassishaw - Buried,is_missing,is_illegible,St Michael Cornhil - Buried,is_missing,is_illegible,St Michael Crookedlane - Buried,is_missing,is_illegible,St Michael Queenhithe - Buried,is_missing,is_illegible,St Michael Quern - Buried,is_missing,is_illegible,St Michael Royal - Buried,is_missing,is_illegible,St Michael Woodstreet - Buried,is_missing,is_illegible,St Mildred Breadstreet - Buried,is_missing,is_illegible,St Mildred Poultrey - Buried,is_missing,is_illegible,St Nicholas Acons - Buried,is_missing,is_illegible,St Nicholas Coleabby - Buried,is_missing,is_illegible,St Nicholas Olaves - Buried,is_missing,is_illegible,St Olave Hartstreet - Buried,is_missing,is_illegible,St Olave Jewry - Buried,is_missing,is_illegible,St Olave Silverstreet - Buried,is_missing,is_illegible,St Pancras Pancras street - Buried,is_missing,is_illegible,St Peter Cheap - Buried,is_missing,is_illegible,St Peter Cornhil - Buried,is_missing,is_illegible,St Peter Paulswharf - Buried,is_missing,is_illegible,St Peter Poor - Buried,is_missing,is_illegible,St Steven Colemanstreet - Buried,is_missing,is_illegible,St Steven Walbrook - Buried,is_missing,is_illegible,St Swithin- Buried,is_missing,is_illegible,St Thomas Apostles - Buried,is_missing,is_illegible,Trinity Parish - Buried,is_missing,is_illegible,Christened in the 97 parishes within the walls,is_missing,is_illegible,Buried in the 97 parishes within the walls,is_missing,is_illegible,Plague in the 97 parishes within the walls,is_missing,is_illegible,St Andrew Holborn - Buried,is_missing,is_illegible,St Bartholomew Great - Buried,is_missing,is_illegible,St Bartholomew Less - Buried,is_missing,is_illegible,St Botolph Aldersgate - Buried,is_missing,is_illegible,St Botolph Aldgate - Buried,is_missing,is_illegible,St Botolph Bishopsgate - Buried,is_missing,is_illegible,Bridewel Precinct - Buried,is_missing,is_illegible,St Bridget - Buried,is_missing,is_illegible,St Dunstan West - Buried,is_missing,is_illegible,St George Southwark - Buried,is_missing,is_illegible,St Giles Cripplegate - Buried,is_missing,is_illegible,St John Southwark,is_missing,is_illegible,St Olave Southwark - Buried,is_missing,is_illegible,Saviours Southwark - Buried,is_missing,is_illegible,S Sepulchres Parish - Buried,is_missing,is_illegible,St Thomas Southwark - Buried,is_missing,is_illegible,Trinity Minories - Buried,is_missing,is_illegible,Pesthouse Without the Walls - Buried,is_missing,is_illegible,Christened in the parishes without the walls,is_missing,is_illegible,Buried in the parishes without the walls,is_missing,is_illegible,Plague in the parishes without the walls,is_missing,is_illegible,St. Ann in Middlesex - Buried,is_missing,is_illegible,Christ Church in Surry - Buried,is_missing,is_illegible,Christ Church in Middlesex - Buried,is_missing,is_illegible,St George in Bloomsbury - Buried,is_missing,is_illegible,St. George in Middlesex,is_missing,is_illegible,St. George by Queen's Square - Buried,is_missing,is_illegible,St Giles in the Field - Buried,is_missing,is_illegible,Hackney Parish - Buried,is_missing,is_illegible,St John at Wapping - Buried,is_missing,is_illegible,St James Clerkenwel - Buried,is_missing,is_illegible,St Katharine Tower - Buried,is_missing,is_illegible,Lambeth Parish - Buried,is_missing,is_illegible,St Leonard Shoreditch - Buried,is_missing,is_illegible,St. Luke in Middlesex - Buried,is_missing,is_illegible,St Magdalen Bermondsey - Buried,is_missing,is_illegible,St Mary Islington - Buried,is_missing,is_illegible,St Mary Newington - Buried,is_missing,is_illegible,St Mary Whitechappel - Buried,is_missing,is_illegible,St Matthew at Bethnal Green - Buried,is_missing,is_illegible,St Pauls Shadwel - Buried,is_missing,is_illegible,Rothorith Parish - Buried,is_missing,is_illegible,Stepney Parish - Buried,is_missing,is_illegible,Christened in the out-Parishes in Middlesex and Surrey,is_missing,is_illegible,Buried in the out-Parishes in Middlesex and Surrey,is_missing,is_illegible,Plague in the out-Parishes in Middlesex and Surrey,is_missing,is_illegible,St Ann in Westminster - Buried,is_missing,is_illegible,St Clement Danes - Buried,is_missing,is_illegible,St George by Hanover Square - Buried,is_missing,is_illegible,St James in Westminster - Buried,is_missing,is_illegible,St. John the Evangelist - Buried,is_missing,is_illegible,St Paul Covent Garden - Buried,is_missing,is_illegible,St Martin in the fields - Buried,is_missing,is_illegible,St Mary Savoy - Buried,is_missing,is_illegible,St Mary le Strand,is_missing,is_illegible,St Margaret Westminster - Buried,is_missing,is_illegible,Pesthouse in Westminster,is_missing,is_illegible,Christened in the Parishes and Liberties of Westminster,is_missing,is_illegible,Buried in the Parishes and Liberties of Westminster,is_missing,is_illegible,Plague in the Parishes and Liberties of Westminster,is_missing,is_illegible
2728,939,2045,1,1713,,,38,,, Laxton-1713-38-recto,,,,1,,,1,,8,,,September,,,,1,,3,,,,1,,1,,,,1,,,1,,,1,,1,,,1,,,1,,,,1,,,1,,1,,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,1,,,,1,,2,,,,1,,1,,,,1,,1,,,3,,,,1,,,1,,2,,,4,,,2,,,,1,,1,,,1,,,1,,,1,,,,1,,1,,,2,,,2,,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,1,,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,1,,,,1,,,1,,36,,,53,,,,1,,12,,,3,,,1,,,6,,,14,,,6,,,,1,,5,,,4,,,9,,,26,,,,1,,20,,,10,,,13,,,2,,,,1,,,1,,106,,,131,,,,1,,,1,,4,,,,1,,,1,,,1,,,1,,19,,,2,,,4,,,4,,,,1,,5,,,5,,,,1,,8,,,5,,,3,,,17,,,,1,,9,,,5,,,43,,,101,,,133,,,,1,,8,,,7,,,,1,,13,,,,1,,4,,,27,,,1,,,,1,,16,,,,1,,72,,,76,,,,1,
3062,1043,772,1,1715,,,38,,,Laxton-1715-38-recto,,,,1,,,1,,6,,,September,,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,2,,,1,,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,2,,,3,,,,1,,,1,,1,,,2,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,35,,,37,,,,1,,18,,,2,,,1,,,1,,,11,,,6,,,1,,,5,,,6,,,14,,,24,,,,1,,14,,,14,,,14,,,,1,,,1,,,1,,102,,,131,,,,1,,,1,,5,,,,1,,,1,,,1,,,1,,43,,,2,,,3,,,7,,,3,,,,1,,9,,,,1,,5,,,5,,,6,,,21,,,,1,,1,,,5,,,41,,,103,,,156,,,,1,,11,,,8,,,,1,,22,,,,,,4,,,29,,,,1,,,1,,16,,,,1,,92,,,90,,,,1,
3218,1095,1046,1,1716,,,38,,, Laxton-1716-38-recto,,,,1,,,1,,4,,,September,,,,1,,1,,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,1,,,3,,,1,,,4,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,3,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,2,,,,1,,,1,,,,1,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,2,,,,1,,,1,,,1,,2,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,33,,,43,,,,1,,27,,,,1,,,1,,4,,,11,,,8,,,,1,,16,,,3,,,6,,,26,,,,1,,24,,,14,,,9,,,2,,,,1,,,,,101,,,150,,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,31,,,2,,,8,,,31,,,5,,,8,,,9,,,,1,,15,,,2,,,9,,,11,,,,1,,12,,,7,,,37,,,126,,,170,,,,1,,3,,,7,,,,1,,34,,,,1,,,1,,35,,,2,,,,1,,27,,,,1,,71,,,108,,,,1,
3533,1200,1430,1,1718,,,38,,,Laxton-1718-38-recto,,,,1,,,1,,9,,,September,,,2,,,3,,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,4,,,4,,,,1,,,1,,1,,,,1,,2,,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,2,,,,1,,,1,,,1,,,1,,2,,,,1,,3,,,2,,,1,,,,1,,,1,,,1,,4,,,2,,,1,,,1,,,1,,,1,,,1,,,1,,,,1,,1,,,1,,,,1,,,1,,1,,,1,,,,1,,3,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,3,,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,2,,,1,,,1,,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,2,,,,1,,1,,,,1,,2,,,28,,,73,,,,1,,39,,,4,,,,1,,8,,,14,,,19,,,2,,,10,,,5,,,10,,,45,,,,1,,23,,,27,,,28,,,1,,,,1,,,1,,146,,,235,,,,1,,,1,,5,,,,1,,,1,,,1,,,1,,39,,,4,,,4,,,11,,,9,,,13,,,15,,,,1,,15,,,7,,,12,,,23,,,,1,,21,,,17,,,70,,,139,,,265,,,,1,,15,,,9,,,,1,,39,,,,1,,4,,,39,,,6,,,,1,,40,,,,1,,75,,,152,,,,1,
3689,1252,1011,1,1719,,,38,,,Laxton-1719-38-recto,,,,1,,,1,,8,,,September,,,2,,,4,,,,1,,4,,,,1,,1,,,,1,,,1,,1,,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,4,,,,1,,1,,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,3,,,,1,,1,,,,1,,1,,,,1,,2,,,1,,,,1,,3,,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,3,,,,1,,,1,,4,,,,1,,1,,,1,,,,1,,1,,,,1,,,1,,,1,,1,,,3,,,,1,,,1,,2,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,2,,,,1,,3,,,,1,,2,,,1,,,1,,,,1,,,1,,1,,,,1,,1,,,5,,,,1,,,1,,,1,,2,,,56,,,74,,,,1,,38,,,3,,,,1,,1,,,33,,,12,,,2,,,4,,,3,,,12,,,46,,,,1,,34,,,25,,,26,,,4,,,,1,,,1,,128,,,243,,,,1,,,1,,5,,,,1,,,1,,,1,,,1,,35,,,5,,,12,,,14,,,7,,,15,,,19,,,,1,,14,,,8,,,23,,,36,,,,1,,9,,,9,,,77,,,128,,,288,,,,1,,10,,,10,,,,1,,25,,,,1,,5,,,38,,,2,,,,1,,40,,,,1,,81,,,130,,,,1,
4072,1452,2069,1,1741,,,38,,,Laxton-1741-38-recto,,,,1,,,1,,8,,,September,,,,1,,1,,,,1,,1,,,,1,,,1,,4,,,1,,,4,,,,1,,,1,,,1,,1,,,2,,,12,,,,1,,1,,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,2,,,2,,,,1,,,1,,,1,,3,,,2,,,2,,,,,1,1,,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,2,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,,1,,1,,,1,,,1,,,1,,4,,,,1,,,1,,2,,,,1,,,1,,,,1,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,4,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,19,,,66,,,,1,,27,,,,1,,,1,,7,,,22,,,29,,,,1,,6,,,3,,,,1,,33,,,14,,,13,,,20,,,16,,,5,,,,1,,,1,,62,,,195,,,,1,,6,,,9,,,17,,,10,,,23,,,5,,,18,,,9,,,9,,,12,,,8,,,14,,,26,,,27,,,,1,,10,,,14,,,,,1,,1,,,,1,14,,1,29,,,112,,,313,,,,1,,28,,,4,,,,1,,18,,,3,,,6,,,34,,,3,,,,1,,21,,,,1,,59,,,117,,,,1,
6396,2049,162,1,1752,,,38,,,1752-38-recto,,,,,,,,,1,,,September,,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,,1,,2,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,1,,,,1,,,1,,,1,,,,1,,,1,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,2,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,23,,,23,,,,1,,9,,,,1,,1,,,4,,,11,,,10,,,,1,,2,,,,1,,9,,,5,,,4,,,,1,,11,,,9,,,3,,,,1,,,1,,78,,,78,,,,1,,,1,,3,,,8,,,9,,,11,,,9,,,7,,,1,,,4,,,11,,,3,,,7,,,9,,,21,,,7,,,5,,,6,,,17,,,8,,,4,,,2,,,5,,,110,,,157,,1,,1,,,1,,4,,,7,,,17,,,5,,,2,,,15,,,3,,,,1,,17,,,,1,,69,,,70,,,,1,
777,315,331,1,1701,,,39,,,Laxton-1701-39-recto,,,9,,,September,,,16,,,September,,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,1,,,,1,,1,,,,1,,,1,,3,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,4,,,,1,,1,,,,1,,4,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,3,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,1,,,2,,,,1,,1,,,,1,,,1,,17,,,37,,,0,,,16,,,2,,,3,,,5,,,15,,,4,,,,1,,7,,,5,,,7,,,15,,,,1,,16,,,7,,,18,,,,1,,,1,,,1,,93,,,120,,,0,,,,1,,2,,,,1,,,1,,,1,,,1,,29,,,5,,,11,,,10,,,,1,,5,,,6,,,,1,,7,,,3,,,4,,,10,,,,1,,3,,,4,,,30,,,115,,,129,,,0,,,9,,,10,,,,1,,18,,,,1,,5,,,27,,,4,,,,1,,18,,,,1,,73,,,91,,,0,,
949,367,324,1,1702,,,39,,,Laxton-1702-39-recto,,,8,,,September,,,15,,,September,,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,1,,,2,,,1,,,,1,,,1,,3,,,,1,,,1,,,1,,1,,,,1,,2,,,,1,,1,,,3,,,,1,,,1,,,1,,2,,,,1,,2,,,3,,,,1,,,1,,1,,,1,,,,1,,,1,,4,,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,1,,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,1,,,,1,,1,,,2,,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,2,,,,1,,,1,,1,,,1,,,1,,,1,,,,1,,,1,,40,,,57,,,0,,,26,,,1,,,2,,,7,,,11,,,10,,,2,,,6,,,,1,,12,,,19,,,,1,,22,,,12,,,11,,,5,,,,1,,,1,,87,,,146,,,0,,,,1,,5,,,,1,,,1,,,1,,,1,,29,,,4,,,8,,,9,,,5,,,6,,,11,,,,1,,12,,,1,,,8,,,17,,,,1,,14,,,7,,,33,,,98,,,169,,,0,,,12,,,10,,,,1,,24,,,,1,,5,,,21,,,1,,,,1,,17,,,,1,,76,,,90,,,0,,
1089,419,530,1,1703,,,39,,,Laxton-1703-39-recto,,,7,,,September,,,14,,,September,,,,1,,4,,,,1,,1,,,,1,,1,,,,1,,,1,,1,,,1,,,,1,,2,,,1,,,,1,,2,,,,1,,1,,,,1,,1,,,,1,,2,,,,1,,,1,,1,,,,1,,,1,,2,,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,3,,,,1,,,1,,1,,,,1,,,1,,,1,,2,,,1,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,3,,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,1,,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,3,,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,1,,,1,,,1,,,,1,,,1,,1,,,,1,,1,,,1,,,4,,,1,,,,1,,,1,,,1,,61,,,59,,,0,,,21,,,1,,,,1,,4,,,14,,,9,,,,1,,5,,,4,,,12,,,37,,,,1,,13,,,15,,,11,,,,1,,,1,,,1,,87,,,146,,,0,,,,1,,3,,,,1,,,1,,,1,,,1,,24,,,5,,,9,,,8,,,2,,,8,,,12,,,,1,,10,,,4,,,12,,,17,,,,1,,9,,,12,,,55,,,136,,,190,,,0,,,4,,,10,,,,1,,34,,,,1,,3,,,34,,,3,,,,1,,14,,,,1,,70,,,102,,,0,,
1263,471,361,1,1704,,,39,,,Laxton-1704-39-recto,,,5,,,September,,,22,,,September,,,1,,,1,,,,1,,,1,,1,,,,1,,,1,,2,,,,1,,,1,,1,,,,1,,,1,,1,,,3,,,,1,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,2,,,1,,,1,,,1,,,5,,,1,,,,1,,1,,,,1,,,1,,1,,,1,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,3,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,32,,,45,,,0,,,21,,,4,,,1,,,8,,,12,,,12,,,1,,,7,,,8,,,3,,,21,,,,1,,16,,,16,,,15,,,1,,,,1,,,1,,83,,,146,,,0,,,,1,,3,,,,1,,,1,,,1,,,1,,34,,,7,,,10,,,13,,,6,,,7,,,13,,,,1,,4,,,3,,,4,,,21,,,,1,,11,,,2,,,48,,,116,,,186,,,0,,,15,,,9,,,,1,,18,,,,1,,7,,,24,,,4,,,,1,,30,,,,1,,68,,,107,,,0,,
1433,523,541,1,1705,,,39,,,Laxton-1705-39-recto,,,11,,,September,,,18,,,September,,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,2,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,2,,,2,,,,1,,1,,,,1,,,1,,2,,,1,,,,1,,,1,,,1,,2,,,1,,,,1,,,1,,,1,,,1,,2,,,1,,,,1,,,1,,,1,,2,,,,1,,1,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,2,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,1,,,3,,,,1,,,1,,1,,,1,,,31,,,44,,,,1,,17,,,1,,,,1,,4,,,11,,,14,,,,1,,5,,,3,,,6,,,23,,,,1,,9,,,9,,,10,,,,1,,,1,,,1,,90,,,112,,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,28,,,2,,,8,,,7,,,3,,,6,,,15,,,,1,,10,,,5,,,6,,,13,,,,1,,10,,,7,,,53,,,139,,,176,,,,1,,14,,,11,,,,1,,10,,,,1,,5,,,29,,,3,,,,1,,27,,,,1,,70,,,99,,,,1,
1605,575,790,1,1706,,,39,,,Laxton-1706-39-recto,,,,1,,,1,,17,,,September,,,,1,,2,,,,1,,2,,,1,,,1,,,1,,,,1,,2,,,2,,,,1,,2,,,,1,,1,,,3,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,1,,,1,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,31,,,37,,,22,,,,1,,,1,,7,,,11,,,6,,,,1,,4,,,3,,,3,,,23,,,,1,,9,,,9,,,15,,,1,,,,1,,,1,,95,,,113,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,23,,,3,,,6,,,11,,,2,,,8,,,9,,,,1,,6,,,3,,,2,,,14,,,,1,,12,,,2,,,37,,,115,,,140,,,,1,,7,,,3,,,,1,,20,,,,1,,2,,,25,,,3,,,,1,,12,,,,1,,59,,,72,,,,1,
1742,626,799,1,1707,,,39,,,Laxton-1707-39-recto,,,,1,,,1,,9,,,September,,,,1,,4,,,,1,,2,,,,1,,1,,,2,,,1,,,,1,,,1,,,1,,,1,,2,,,1,,,5,,,,1,,,1,,,1,,2,,,,1,,1,,,,1,,,1,,1,,,,1,,1,,,1,,,1,,,,1,,2,,,1,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,1,,,,1,,2,,,2,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,2,,,1,,,1,,,,1,,,1,,1,,,2,,,1,,,,1,,,1,,,1,,1,,,4,,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,1,,,,1,,2,,,2,,,1,,,,1,,,1,,3,,,1,,,2,,,4,,,,1,,1,,,,1,,,1,,55,,,71,,,,1,,24,,,1,,,,1,,1,,,16,,,7,,,1,,,7,,,4,,,7,,,29,,,,1,,13,,,13,,,16,,,2,,,,1,,,1,,99,,,141,,,,1,,,1,,6,,,,1,,,1,,,1,,,1,,33,,,9,,,12,,,12,,,2,,,9,,,10,,,,1,,15,,,4,,,5,,,14,,,,1,,14,,,,1,,46,,,99,,,191,,,,1,,8,,,14,,,,1,,24,,,,1,,4,,,37,,,,1,,,1,,30,,,,1,,72,,,117,,,,1,
