notesID|weekID|billsection|inputternote|notetype
2075|1747/33|counts|3 missing from Within the Walls, could not find discrepancy|totals discrepancy
2076|1747/35|counts|Missing burial in Within the Walls, could not find discrepancy|totals discrepancy
2077|1747/38|counts|100 additional burials to overall  total, could not find discrepancy. Probably addition or typeset error.|totals discrepancy
2078|1747/39|counts|2 additional burials in Westminster, could not find discrepancy|totals discrepancy
2079|1747/40|counts|10 additional christenings to total, counts faded, could not find discrepancy|totals discrepancy
2080|1747/52|counts|3 missing burials in Without the Walls, could not use discrepancy|totals discrepancy
2081|1748/02|counts|Week 2 second page entirely faded and unable to make out|missing
2082|1748/04|counts|9 additional burials in Withn the Walls and missing from overall total, possible addition error|totals discrepancy
2083|1748/06|counts|9 additional burials in Outparishes and missing from overall total, probably addition error|totals discrepancy
2084|1748/30|counts|32 missing christenings from total, 18 missing burials from total, could not find discrepancy|totals discrepancy
2085|1748/32|counts|2 additional christenings, could not find discrepancy|totals discrepancy
2086|1748/33|counts|4 missing christenings from total, could not find discrepancy|totals discrepancy
2087|1748/35|counts|3 missing christenings, could not find discrepancy|totals discrepancy
2088|1748/39|counts|20 additional burials in Outparishes and missing from overall total, probably addition error|totals discrepancy
2089|1748/41|counts|80 christenings missing from total, could not find discrepancy|totals discrepancy
2090|1748/42|counts|72 additional burials in Outparishes and missing from overally total, probably typeset error as 108 instead of 180|totals discrepancy
2091|1748/45|counts|4 missing burials from total, could not find discrepancy|totals discrepancy
2092|1748/49|counts|Missing burial from total, could not find discrepancy|totals discrepancy
2093|1749/01|counts|10 additional burials in Without the Walls and missing from total, 20 missing burials from Westminster, could not find discrepancy|totals discrepancy
2094|1749/08|counts|10 additional burials in Outparishes and missing from overall total, could not find discrepancy|totals discrepancy
2095|1749/13|counts|Additional burial in overall total, could not find discrepancy|totals discrepancy
2096|1749/23|counts|Missing burial in Within the Walls, could not find discrepancy|totals discrepancy
2097|1749/34|counts|10 additional christenings in total, could not find discrepancy|totals discrepancy
2098|1749/39|counts|Missing burial in Within the Walls, could not find discrepancy|totals discrepancy
2099|1749/40|counts|2 missing burials in Within the Walls, could not find discrepancy|totals discrepancy
2100|1749/48|counts|20 missing christenings, could not find discrepancy|totals discrepancy
2101|1750/01|counts|3 missing christenings from total, could not find discrepancy. Decreased in burial count obscured|totals discrepancy; part missing: illegible
2102|1750/04|counts|7 burials missing from Outparishes, some counts faded and hard to make out, could not find discrepancy|totals discrepancy
2103|1750/17|counts|20 missing burials from Westminster, could not find discrepancy|totals discrepancy
2104|1750/19|counts|10 missing christenings from total, could not find discrepancy|totals discrepancy
2105|1750/21|counts|10 missing christenings from total, could not find disrepancy|totals discrepancy
2106|1750/28|counts|2 missing burials in Westminster, could not find discrepancy|totals discrepancy
2107|1750/33|counts|2 missing christenings from total, could not find discrepancy|totals discrepancy
2108|1750/40|counts|Additional burial in overall total, could not find discrepancy|totals discrepancy
2109|1750/43|counts|2 missing from Outparishes,  numbers faded and hard to make out on fiche|totals discrepancy
2110|1750/44|counts|10 missing christenings from overall total, could not find discrepancy|totals discrepancy
2111|1751/08|counts|4 missing burials from Without the Walls, faded patches, 9 missing christenings from total, could not find discrepancy|totals discrepancy
2112|1751/20|counts|57 burials missing from overall total, total of both given as 401, could not find other discrepancies|totals discrepancy
2113|1751/21|counts|10 missing burials from Westminster, 2 from overall christenings, 40 from overall burial, could not find disrepancy|totals discrepancy
2114|1751/24|counts|Westminster obscured by print from reverse page, hard to make out|legibility
2115|1751/46|counts|2 missing burials, could not find discrepancy|totals discrepancy
2116|1751/51|counts|10 additional christenings, could not find discrepancy|totals discrepancy
2117|1752/02|counts|5 missing christenings from total, could not find discrepancy|totals discrepancy
2118|1752/04|counts|Year change at beginning of january|format change
2119|1752/08|counts|Totals for male and female are 216 and 213 respectively: overall total given is 447 which matches the total from parish groups. Likely addition error.|totals discrepancy
2120|1752/20|counts|10 missing christenings from total, could not find discrepancy|totals discrepancy
2121|1752/31|counts|1 missing burial from Outparishes and additional to overall totals, could not find other discrepancy. 2 missing christenings from total|totals discrepancy
2122|1752/32|counts|Westminster partially obscured by reverse text, difficult to make out|legibility
2123|1752/33|counts|48 additional burials in Outparishes and missing from overall total, probably addition discrepancy. 1 additional christening to total, could not find discrepancy|totals discrepancy
2124|1752/40|counts|Date discrepancy - leaps to 20th sep for week 40 (report produced on 19th sep: week 39 included as 13th sep)|interpretation
2125|1752/41|counts|2 missing burials from Outparishes, could not find discrepancy|totals discrepancy
2126|1753/12|counts|60 christenings additional in total, could not find discrepancy|totals discrepancy
2127|1753/19|counts|1 additional burial in Outparishes, 52 missing from christening totals, could not find discrepancy|totals discrepancy
2128|1753/29|counts|2 missing from Without the Walls and additional to total, could not find discrepancy|totals discrepancy
2129|1753/33|counts|Missing christening fro total, could not find discrepancy|totals discrepancy
2130|1753/47|counts|1 additional to Within the Walls, could not find discrepancy|totals discrepancy
2131|1753/52|counts|10 additional christenings to total, could not find discrepancy|totals discrepancy
2132|1754/01|counts|Missing burial in overall totals, could not find discrepancy|totals discrepancy
2133|1754/13|counts|2 missing christenings from total, could not find discrepancy|totals discrepancy
2134|1754/16|counts|10 additional christenings in total, could not find discrepancy|totals discrepancy
2135|1754/21|counts|8 additional burials in Westminster, could not find discrepancy, 100 missing from overall total, probably typeset error as given total is 591 whereas male and female totals sum 491|totals discrepancy
2136|1754/23|counts|Additional burial in totals, could not find discrepancy|totals discrepancy
2137|1754/42|counts|3 burials missing from Westminster and additional to total, could not find discrepancy, probably addition error|totals discrepancy
2138|1754/49|counts|10 missing christenings from overall total, could not find discrepancy|totals discrepancy
2139|1755/06|counts|6 additional burials in Outparishes, could not find discrepany|totals discrepancy
2140|1755/19|counts|Additional burial in Within the Walls, could not find discrepancy|totals discrepancy
2141|1755/28|counts|10 missing christenings from total, could not find discrepancy|totals discrepancy
2142|1755/29|counts|Scratches obscuring christening totals|part missing: damaged
2143|1755/30|counts|Additional burial in Outparishes, could not find discrepancy|totals discrepancy
2144|1755/35|counts|11 missing christenings from total|totals discrepancy
2145|1755/38|counts|10 additional christenings in total,could not find discrepancy|totals discrepancy
2146|1755/41|counts|10 missing burials in Without the Walls, could not find discrepancy|totals discrepancy
2147|1756/04|counts|20 christenings missing from total, could not find discrepancy|totals discrepancy
2148|1756/05|counts|3 missing burials from Within the Walls, faded patch between ANTH and BOBL obscuring counts.|totals discrepancy; part missing: illegible
2149|1756/09|counts|10 additional burials in Outparishes, could not find discrepancy|totals discrepancy
