Omeka Item #,DataScribe Item #,DataScribe Record #,DataScribe Record Position,Year,is_missing,is_illegible,Week,is_missing,is_illegible,Unique ID,is_missing,is_illegible,Start Day,is_missing,is_illegible,Start Month,is_missing,is_illegible,End Day,is_missing,is_illegible,End month,is_missing,is_illegible,St Alban Woodstreet - Buried,is_missing,is_illegible,Alhallows Barking - Buried,is_missing,is_illegible,Allhallows Breadstreet - Buried,is_missing,is_illegible,Allhallows Great - Buried,is_missing,is_illegible,Alhallows Honylane - Buried,is_missing,is_illegible,Alhallows Lesse - Buried,is_missing,is_illegible,Alhallows Lumbardstreet - Buried,is_missing,is_illegible,Alhallows Stayning - Buried,is_missing,is_illegible,Alhallows the Wall - Buried,is_missing,is_illegible,St Alphage - Buried,is_missing,is_illegible,St Andrew Hubbard - Buried,is_missing,is_illegible,St Andrew Undershaft - Buried,is_missing,is_illegible,St Andrew Wardrobe - Buried,is_missing,is_illegible,St Ann Aldersgate - Buried,is_missing,is_illegible,St Ann Blackfryers - Buried,is_missing,is_illegible,St Antholins Parish - Buried,is_missing,is_illegible,St Austins Parish - Buried,is_missing,is_illegible,St Bartholomew Exchange - Buried,is_missing,is_illegible,St Bennet Fynck - Buried,is_missing,is_illegible,St Bennet Gracechurch - Buried,is_missing,is_illegible,St Bennet Paulswharf - Buried,is_missing,is_illegible,St Bennet Sherehog - Buried,is_missing,is_illegible,St Botolph Billingsgate - Buried,is_missing,is_illegible,Christ Church - Buried,is_missing,is_illegible,St Christophers - Buried,is_missing,is_illegible,St Clement Eastcheap - Buried,is_missing,is_illegible,St Dionis Backchurch - Buried,is_missing,is_illegible,St Dunstan East - Buried,is_missing,is_illegible,St Edmund Lumbardstr. - Buried,is_missing,is_illegible,St Ethelborough - Buried,is_missing,is_illegible,St Faith - Buried,is_missing,is_illegible,St Gabriel Fenchurch - Buried,is_missing,is_illegible,St George Botolphlane - Buried,is_missing,is_illegible,St Gregory by St Pauls - Buried,is_missing,is_illegible,St Hellen - Buried,is_missing,is_illegible,St James Dukes place - Buried,is_missing,is_illegible,St James Garlickhithe - Buried,is_missing,is_illegible,St John Baptist - Buried,is_missing,is_illegible,St John Evangelist - Buried,is_missing,is_illegible,St John Zachary - Buried,is_missing,is_illegible,St Katharine Coleman - Buried,is_missing,is_illegible,St Katharine Creechurch - Buried,is_missing,is_illegible,St Lawrence Jewry - Buried,is_missing,is_illegible,St Lawrence Pountney - Buried,is_missing,is_illegible,St Leonard Eastcheap - Buried,is_missing,is_illegible,St Leonard Fosterlane - Buried,is_missing,is_illegible,St Magnus Parish - Buried,is_missing,is_illegible,St Margaret Lothbury - Buried,is_missing,is_illegible,St Margaret Moses - Buried,is_missing,is_illegible,St Margaret Newfishstreet - Buried,is_missing,is_illegible,St Margaret Pattons - Buried,is_missing,is_illegible,St Martin Iremongerlane - Buried,is_missing,is_illegible,St Martin Ludgate - Buried,is_missing,is_illegible,St Martin Orgars - Buried,is_missing,is_illegible,St Martin Outwich - Buried,is_missing,is_illegible,St Martin Vintrey - Buried,is_missing,is_illegible,St Mary Abchurch - Buried,is_missing,is_illegible,St Mary Aldermanbury - Buried,is_missing,is_illegible,St Mary Aldermary - Buried,is_missing,is_illegible,St Mary le Bow - Buried,is_missing,is_illegible,St Mary Bothaw - Buried,is_missing,is_illegible,St Mary Colechurch - Buried,is_missing,is_illegible,St Mary Hill - Buried,is_missing,is_illegible,St Maudlin Milkstreet - Buried,is_missing,is_illegible,St Maudlin Oldfishstreet - Buried,is_missing,is_illegible,St Mary Mounthaw - Buried,is_missing,is_illegible,St Mary Sommerset - Buried,is_missing,is_illegible,St Mary Stayning - Buried,is_missing,is_illegible,St Mary Woolchurch - Buried,is_missing,is_illegible,St Mary Woolnoth - Buried,is_missing,is_illegible,St Matthew Fridaystreet - Buried,is_missing,is_illegible,St Michael Bassishaw - Buried,is_missing,is_illegible,St Michael Cornhil - Buried,is_missing,is_illegible,St Michael Crookedlane - Buried,is_missing,is_illegible,St Michael Queenhithe - Buried,is_missing,is_illegible,St Michael Quern - Buried,is_missing,is_illegible,St Michael Royal - Buried,is_missing,is_illegible,St Michael Woodstreet - Buried,is_missing,is_illegible,St Mildred Breadstreet - Buried,is_missing,is_illegible,St Mildred Poultrey - Buried,is_missing,is_illegible,St Nicholas Acons - Buried,is_missing,is_illegible,St Nicholas Coleabby - Buried,is_missing,is_illegible,St Nicholas Olaves - Buried,is_missing,is_illegible,St Olave Hartstreet - Buried,is_missing,is_illegible,St Olave Jewry - Buried,is_missing,is_illegible,St Olave Silverstreet - Buried,is_missing,is_illegible,St Pancras Pancras street - Buried,is_missing,is_illegible,St Peter Cheap - Buried,is_missing,is_illegible,St Peter Cornhil - Buried,is_missing,is_illegible,St Peter Paulswharf - Buried,is_missing,is_illegible,St Peter Poor - Buried,is_missing,is_illegible,St Steven Colemanstreet - Buried,is_missing,is_illegible,St Steven Walbrook - Buried,is_missing,is_illegible,St Swithin- Buried,is_missing,is_illegible,St Thomas Apostles - Buried,is_missing,is_illegible,Trinity Parish - Buried,is_missing,is_illegible,St Foster - Buried,is_missing,is_illegible,Christened in the 97 parishes within the walls,is_missing,is_illegible,Buried in the 97 parishes within the walls,is_missing,is_illegible,Plague in the 97 parishes within the walls,is_missing,is_illegible,St Andrew Holborn - Buried,is_missing,is_illegible,St Bartholomew Great - Buried,is_missing,is_illegible,St Bartholomew Less - Buried,is_missing,is_illegible,St Botolph Aldersgate - Buried,is_missing,is_illegible,St Botolph Aldgate - Buried,is_missing,is_illegible,St Botolph Bishopsgate - Buried,is_missing,is_illegible,Bridewel Precinct - Buried,is_missing,is_illegible,St Bridget - Buried,is_missing,is_illegible,St Dunstan West - Buried,is_missing,is_illegible,St George Southwark - Buried,is_missing,is_illegible,St Giles Cripplegate - Buried,is_missing,is_illegible,St John Southwark,is_missing,is_illegible,St Olave Southwark - Buried,is_missing,is_illegible,Saviours Southwark - Buried,is_missing,is_illegible,S Sepulchres Parish - Buried,is_missing,is_illegible,St Thomas Southwark - Buried,is_missing,is_illegible,Trinity Minories - Buried,is_missing,is_illegible,Pesthouse Without the Walls - Buried,is_missing,is_illegible,Christened in the parishes without the walls,is_missing,is_illegible,Buried in the parishes without the walls,is_missing,is_illegible,Plague in the parishes without the walls,is_missing,is_illegible,St. Ann in Middlesex - Buried,is_missing,is_illegible,Christ Church in Surry - Buried,is_missing,is_illegible,Christ Church in Middlesex - Buried,is_missing,is_illegible,Stepney Parish - Buried,is_missing,is_illegible,St George in Bloomsbury - Buried,is_missing,is_illegible,St. George in Middlesex,is_missing,is_illegible,St. George by Queen's Square - Buried,is_missing,is_illegible,St Giles in the Field - Buried,is_missing,is_illegible,St James Clerkenwel - Buried,is_missing,is_illegible,Hackney Parish - Buried,is_missing,is_illegible,St John at Wapping - Buried,is_missing,is_illegible,St Katharine Tower - Buried,is_missing,is_illegible,St Leonard Shoreditch - Buried,is_missing,is_illegible,St. Luke in Middlesex - Buried,is_missing,is_illegible,St Mary Islington - Buried,is_missing,is_illegible,Lambeth Parish - Buried,is_missing,is_illegible,St Magdalen Bermondsey - Buried,is_missing,is_illegible,St Mary Newington - Buried,is_missing,is_illegible,Rothorith Parish - Buried,is_missing,is_illegible,St Mary Whitechappel - Buried,is_missing,is_illegible,St Matthew at Bethnal Green - Buried,is_missing,is_illegible,St Pauls Shadwel - Buried,is_missing,is_illegible,Christened in the out-Parishes in Middlesex and Surrey,is_missing,is_illegible,Buried in the out-Parishes in Middlesex and Surrey,is_missing,is_illegible,Plague in the out-Parishes in Middlesex and Surrey,is_missing,is_illegible,St Ann in Westminster - Buried,is_missing,is_illegible,St Clement Danes - Buried,is_missing,is_illegible,St George by Hanover Square - Buried,is_missing,is_illegible,St James in Westminster - Buried,is_missing,is_illegible,St. John the Evangelist - Buried,is_missing,is_illegible,St Margaret Westminster - Buried,is_missing,is_illegible,St Martin in the fields - Buried,is_missing,is_illegible,St Mary le Strand,is_missing,is_illegible,St Mary Savoy - Buried,is_missing,is_illegible,St Paul Covent Garden - Buried,is_missing,is_illegible,Pesthouse in Westminster,is_missing,is_illegible,Christened in the Parishes and Liberties of Westminster,is_missing,is_illegible,Buried in the Parishes and Liberties of Westminster,is_missing,is_illegible,Plague in the Parishes and Liberties of Westminster,is_missing,is_illegible
8913,31751,7131,1,1736,,,18,,,Laxton-1736-18-recto,,,,1,,,1,,13,,,April,,,2,,,2,,,,,,2,,,,,,2,,,,,,1,,,1,,,,,,,,,,,,1,,,1,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,3,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,39,,,,1,,28,,,,,,,,,4,,,26,,,14,,,,,,7,,,9,,,8,,,8,,,4,,,9,,,13,,,9,,,7,,,,,,,,,82,,,146,,,,1,,4,,,3,,,22,,,21,,,19,,,17,,,2,,,14,,,13,,,5,,,3,,,5,,,10,,,20,,,7,,,10,,,9,,,10,,,4,,,27,,,,1,,6,,,131,,,231,,,,1,,7,,,13,,,,,,32,,,4,,,21,,,28,,,3,,,1,,,6,,,,1,,45,,,115,,,,1,
8914,31752,7132,1,1736,,,19,,,Laxton-1736-19-recto,,,,1,,,1,,20,,,April,,,,,,1,,,1,,,,,,,,,2,,,2,,,,,,,,,,,,,,,2,,,2,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,2,,,,,,1,,,,,,,,,,,,2,,,1,,,,,,,,,1,,,,,,1,,,1,,,1,,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,2,,,2,,,3,,,1,,,,,,,,,,,,,,,,,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,4,,,,,,,,,,,,1,,,18,,,51,,,,1,,29,,,1,,,,,,4,,,22,,,12,,,,,,7,,,4,,,9,,,16,,,10,,,11,,,19,,,23,,,4,,,,,,,,,87,,,171,,,,1,,3,,,6,,,10,,,26,,,9,,,16,,,6,,,28,,,9,,,,,,9,,,6,,,18,,,16,,,5,,,10,,,5,,,4,,,3,,,22,,,,1,,10,,,128,,,221,,,,1,,15,,,11,,,24,,,26,,,5,,,20,,,38,,,3,,,2,,,11,,,,1,,86,,,155,,,,1,
8915,31753,7134,1,1736,,,20,,,Laxton-1736-20-recto,,,,1,,,1,,27,,,April,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,3,,,1,,,,,,,,,,,,3,,,2,,,,,,,,,,,,5,,,,,,,,,1,,,3,,,,,,,,,,,,,,,,,,2,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,,,,27,,,40,,,,1,,28,,,1,,,1,,,3,,,11,,,11,,,2,,,8,,,3,,,7,,,14,,,8,,,7,,,19,,,10,,,7,,,,,,,,,107,,,140,,,,1,,2,,,4,,,24,,,20,,,8,,,16,,,7,,,25,,,,,,3,,,9,,,6,,,9,,,21,,,8,,,12,,,12,,,8,,,,,,28,,,,1,,5,,,132,,,227,,,,1,,8,,,11,,,,,,20,,,5,,,21,,,23,,,3,,,,,,7,,,,1,,65,,,98,,,,1,
8916,31754,7135,1,1736,,,21,,,Laxton-1736-21-recto,,,,1,,,1,,4,,,May,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,1,,,2,,,,,,2,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,4,,,,,,1,,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,3,,,1,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,4,,,,,,,,,,,,,,,2,,,32,,,51,,,,1,,27,,,,,,,,,6,,,15,,,9,,,1,,,8,,,5,,,6,,,8,,,4,,,7,,,19,,,17,,,7,,,,,,,,,78,,,139,,,,1,,4,,,,,,20,,,19,,,8,,,17,,,4,,,29,,,19,,,3,,,4,,,5,,,12,,,18,,,4,,,11,,,11,,,,,,4,,,19,,,,1,,10,,,123,,,221,,,,1,,18,,,12,,,,,,28,,,3,,,25,,,28,,,3,,,2,,,8,,,,1,,75,,,127,,,,1,
8917,31755,7136,1,1736,,,22,,,Laxton-1736-22-recto,,,,1,,,1,,11,,,May,,,,,,2,,,,,,1,,,,,,,,,,,,,,,3,,,2,,,1,,,,,,,,,,,,2,,,,,,3,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,1,,,,,,,,,3,,,,,,,,,,,,,,,1,,,,,,2,,,,,,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,25,,,47,,,,1,,23,,,1,,,1,,,,,,14,,,11,,,1,,,4,,,4,,,6,,,,,,4,,,15,,,19,,,8,,,,,,,,,,,,82,,,111,,,,1,,5,,,8,,,10,,,24,,,17,,,12,,,8,,,25,,,8,,,7,,,8,,,6,,,13,,,19,,,4,,,9,,,6,,,5,,,3,,,22,,,,1,,4,,,130,,,223,,,,1,,,,,17,,,,,,30,,,3,,,29,,,32,,,2,,,1,,,5,,,,1,,62,,,119,,,,1,
8918,31756,7137,1,1736,,,23,,,Laxton-1736-23-recto,,,,1,,,1,,18,,,May,,,1,,,3,,,,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,2,,,5,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,4,,,1,,,,,,,,,1,,,,,,,,,1,,,4,,,1,,,,,,2,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,24,,,58,,,,1,,26,,,1,,,1,,,7,,,21,,,9,,,,,,2,,,3,,,6,,,35,,,7,,,13,,,19,,,21,,,6,,,1,,,,,,99,,,178,,,,1,,,,,7,,,10,,,18,,,10,,,11,,,6,,,21,,,,,,3,,,4,,,6,,,13,,,17,,,9,,,11,,,9,,,7,,,6,,,20,,,,1,,11,,,121,,,199,,,,1,,21,,,11,,,39,,,23,,,5,,,22,,,35,,,2,,,5,,,8,,,,1,,105,,,171,,,,1,
8919,31757,7138,1,1736,,,24,,,Laxton-1736-24-recto,,,,1,,,1,,25,,,May,,,1,,,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,2,,,4,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,,,,,,3,,,,,,1,,,4,,,,,,,,,3,,,2,,,,,,2,,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,27,,,53,,,,1,,23,,,,,,2,,,4,,,11,,,9,,,2,,,8,,,1,,,7,,,12,,,7,,,7,,,13,,,19,,,2,,,,,,,,,69,,,127,,,,1,,,,,2,,,10,,,15,,,10,,,7,,,8,,,24,,,27,,,5,,,,,,5,,,16,,,14,,,8,,,14,,,9,,,3,,,3,,,20,,,,1,,8,,,160,,,218,,,,1,,10,,,8,,,,,,30,,1,3,,,27,,,33,,,3,,,,,,8,,,,1,,68,,,122,,,,1,
8941,31758,7139,1,1736,,,25,,,Laxton-1736-25-recto,,,,1,,,1,,1,,,June,,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,3,,,7,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,3,,,,,,1,,,,,,,,,3,,,1,,,1,,,1,,,2,,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,2,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,47,,,,1,,33,,,1,,,,,,1,,,19,,,11,,,1,,,3,,,4,,,9,,,16,,,7,,,10,,,20,,,10,,,5,,,,,,,,,78,,,150,,,,1,,9,,,5,,,12,,,28,,,8,,,18,,,10,,,20,,,12,,,4,,,7,,,2,,,9,,,19,,,11,,,13,,,13,,,8,,,,,,24,,,,1,,4,,,105,,,236,,,,1,,24,,,11,,,,,,,,,6,,,19,,,37,,,3,,,2,,,7,,,,1,,46,,,109,,,,1,
8942,31759,7140,1,1736,,,26,,,Laxton-1736-26-recto,,,,1,,,1,,8,,,June,,,1,,,1,,,,,,3,,,,,,1,,,3,,,2,,,3,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,1,,,1,,,,,,,,,,,,3,,,1,,,,,,1,,,3,,,,,,,,,,,,,,,,,,2,,,,,,1,,,2,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,38,,,49,,,,1,,16,,,,,,,,,3,,,13,,,9,,,,,,2,,,4,,,3,,,12,,,5,,,12,,,16,,,19,,,1,,,,,,,,,77,,,115,,,,1,,5,,,2,,,18,,,15,,,6,,,23,,,7,,,24,,,15,,,2,,,2,,,5,,,10,,,25,,,7,,,4,,,9,,,,,,11,,,23,,,,1,,12,,,133,,,225,,,,1,,14,,,6,,,,,,52,,,4,,,17,,,30,,,1,,,1,,,4,,,,1,,77,,,129,,,,1,
8943,31760,7141,1,1736,,,27,,,Laxton-1736-27-recto,,,,1,,,1,,15,,,June,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,1,,,8,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,2,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,1,,,,,,,,,1,,,15,,,39,,,,1,,20,,,1,,,1,,,2,,,16,,,9,,,1,,,6,,,4,,,5,,,13,,,7,,,8,,,11,,,12,,,2,,,,,,,,,72,,,118,,,,1,,5,,,3,,,12,,,14,,,9,,,12,,,7,,,21,,,,,,4,,,,,,3,,,19,,,28,,,7,,,16,,,11,,,7,,,4,,,20,,,,1,,5,,,123,,,207,,,,1,,10,,,5,,,37,,,,,,8,,,22,,,31,,,1,,,3,,,10,,,,1,,74,,,127,,,,1,
8944,31761,7142,1,1736,,,28,,,Laxton-1736-28-recto,,,,1,,,1,,22,,,June,,,3,,,1,,,,,,4,,,,,,1,,,,,,,,,,,,5,,,1,,,2,,,3,,,2,,,5,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,2,,,,,,,,,,,,1,,,,,,4,,,,,,,,,,,,2,,,,,,1,,,1,,,3,,,,,,,,,,,,1,,,3,,,1,,,,,,,,,,,,,,,3,,,,,,,,,1,,,1,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,28,,,62,,,,1,,18,,,1,,,,,,5,,,11,,,10,,,,,,10,,,4,,,7,,,9,,,4,,,15,,,16,,,14,,,3,,,,,,,,,67,,,127,,,,1,,,,,1,,,14,,,20,,,13,,,19,,,9,,,26,,,22,,,7,,,,,,4,,,18,,,,,,4,,,23,,,,,,,,,2,,,28,,,,1,,7,,,100,,,213,,,,1,,13,,,10,,,,,,40,,,7,,,,,,30,,,,,1,,,1,,,1,,1,,80,,,,,1,,1,
8945,31762,7356,1,1736,,,29,,,Laxton-1736-29-recto,,,,1,,,1,,29,,,June,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,4,,,2,,,3,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,5,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,1,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,35,,,39,,,,1,,23,,,,,,1,,,3,,,16,,,14,,,,,,2,,,,,,4,,,14,,,5,,,7,,,16,,,12,,,3,,,,,,,,,83,,,120,,,,1,,6,,,5,,,16,,,21,,,9,,,13,,,3,,,21,,,9,,,,,,16,,,2,,,18,,,38,,,5,,,26,,1,9,,,,,,7,,,30,,,,1,,8,,,143,,,252,,,,1,,14,,,9,,,,,,30,,,5,,,49,,,21,,,5,,,1,,,,,,,1,,84,,,134,,,,1,
8946,31763,7357,1,1736,,,30,,,Laxton-1736-30-recto,,,,1,,,1,,6,,,July,,,,,,1,,,3,,,2,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,2,,,,,,,,,,,,20,,,33,,,,1,,12,,,2,,,,,,4,,,14,,,10,,,,,,8,,,3,,,8,,,13,,,6,,,7,,,7,,,9,,,7,,,1,,,,,,69,,,111,,,,1,,1,,,7,,,13,,,27,,,14,,,6,,,4,,,17,,,,,,10,,,4,,,,,,15,,,16,,,6,,,5,,,9,,,11,,,,,,20,,,,1,,6,,,116,,,191,,,,1,,9,,,5,,,38,,,29,,,,,,16,,,26,,,2,,,1,,,7,,,,1,,91,,,133,,,,1,
8947,31764,7358,1,1736,,,31,,,Laxton-1736-31-recto,,,,1,,,1,,13,,,July,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,1,,,4,,,,,,1,,,,,,,,,,,,1,,,,,,,,,4,,,1,,,,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,4,,,,,,,,,,,,,,,,,,24,,,37,,,,1,,17,,,1,,,,,,3,,,17,,,11,,,3,,,4,,,1,,,6,,,10,,,4,,,12,,,21,,,17,,,4,,,,,,,,,75,,,131,,,,1,,8,,,3,,,14,,,21,,,11,,,18,,,5,,,18,,,27,,,4,,,6,,,7,,,18,,,29,,,4,,,10,,,4,,,12,,,10,,,31,,,,1,,7,,,144,,,267,,,,1,,13,,,6,,,,,,24,,,6,,,19,,,29,,,7,,,1,,,3,,,,1,,61,,,108,,,,1,
8948,31765,7359,1,1736,,,32,,,Laxton-1736-32-recto,,,,1,,,1,,20,,,July,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,3,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,3,,,1,,,,,,1,,,2,,,2,,,2,,,,,,1,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,38,,,,1,,24,,,,,,,,,4,,,22,,,27,,1,,,,5,,,2,,,8,,,10,,,6,,,9,,,15,,,9,,,,,,1,,,,,,71,,,132,,,,1,,6,,,2,,,12,,,18,,,,,,11,,,7,,,18,,,14,,,2,,,5,,,4,,,16,,,17,,,6,,,18,,,10,,,11,,,6,,,32,,,,1,,5,,,115,,1,220,,,,1,,8,,,8,,,,,,14,,,5,,,26,,,29,,,3,,,1,,,1,,,,1,,58,,,95,,,,1,
